puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Connor Colby,Connor Colby,-,-,Drama,time has changed,2019
nan,-,Andrea Scala,-,The main character of the story is a young business woman who start to feel threatened by her new neighbor and possible competitor Harras.,5,Drama,la vicina,2019
nan,-,Xindi Lou,"['Xindi Lou', 'Riley Hanyue Shen']",A closeted autopsy assistant finds his boyfriend's dead body in the morgue.,3,Drama,mortis,2019
nan,-,Mario Scarinci,-,"When back to the burial spot to make sure it remained intact as it had been left, something very disturbing happens.",8,Drama,the burial consequence,2019
41,-,Arthur Wilde,Arthur Wilde,-,-,Drama,come what may,2019
95,-,"['Aisling Rose Mc', 'Grogan']",-,A gender-bending short about love lost in the person it should most be found.,4,Drama,loveless,2019
nan,-,Louise Deschamps,Louise Deschamps,"After separating from the father of her 5-year-old, Solveig spends her first summer without her son at a friend's country home. Distraught, she summons the power of nature to bring him back to her.",20,Drama,le lait magique,2019
nan,-,Adrian Velasquez,-,A one dollar bill travels through different individuals.,9,Drama,plutus,2019
nan,5.2,José Luis Mora,José Luis Mora,-,5,Drama,x27,2019
nan,-,Stefano Tammaro,"[""Vincenzo D'Onofrio"", 'Daniele Malavolta']",-,-,Drama,marinai di foresta,2019
nan,-,Barbara Zemljic,Barbara Zemljic,-,-,Drama,koncert,2019
100,-,Darius Ledbetter,Darius Ledbetter,-,-,Drama,desperate,2019
24,-,-,Devin Carri,-,4,Drama,7 minutes,2019
nan,7.3,Lana Pavkov,"['Lana Pavkov', 'Dejan Prcic']","Vanya is hosting an unusual dinner in which series of unexpected events occur, revealing that she has been living her life in a denial.",19,Drama,safarikova 19,2019
nan,-,Erica Bergsmeds,"['Fancy Alexandersson', 'Thomas Beatty', 'Erica Bergsmeds']","A gifted young dancer is offered the role of a lifetime, but at what cost?",-,Drama,fallen dream,2019
9,-,Sarah Liu,-,Sometimes the best revelations can come from a simple cup of tea.,4,Drama,eye of the beholder,2019
nan,-,Nick Dugan,Andrew Potter,A man struggles to put food on the table while living under a totalitarian regime that pits families against survival.,18,Drama,mouths to feed,2019
nan,-,Yorjina Moran,Marina Frías,"This short film shows the intimate confidences of four women at a dinner table. After eating, the conversation drifts into controversial issues unexpectedly, reaching tense situations that reflect the dark world of the protagonists.",14,Drama,sobremesa,2019
nan,-,Matt Szakal,Matt Szakal,"On the anniversary of his girlfriend's death, the troubled lead singer of a hardcore band is beset by another major life change that causes his mental health to deteriorate further, leading him to lose sight of what's real and what isn't.",21,Drama,an assault on the senses,2019
-,-,Bruce Wabbit,Bruce Wabbit,A single action puts two boxers on a unique path to redemption.,-,Drama,fighting chance,2019
nan,-,Shubhra Vandit,Shubhra Vandit,-,4,Drama,the lonely chair,2019
nan,-,Giovannie Espiritu,Giovannie Espiritu,-,-,Drama,ultra-feminist,2019
-,7.9,Anne Thieme,Anne Thieme,"In the southern United States, two young women meet by chance in the back of a police car and, without saying a word, experience the injustice hovering above them.",15,Drama,interstate 8,2019
48,-,Aysha Scott,Aysha Scott,"After a long hard day of teaching, Mrs Armstrong marks her students work until a piece of paper on the floor catches her eye. When she goes to inspect the scrunched up piece of paper she discovers that it's a suicide note from one of her pupils. Her days of catholic teaching, suddenly becomes a hunting ground to save the vulnerable pupil, and it turns out that all wha... Leer todo",13,Drama,dismissed,2019
nan,-,Jacob Boatsman,Jacob Boatsman,"Towards the ends of the earth, a lonely man wants to reconnect with his past loved one.",-,Drama,moonlight daydream,2019
nan,-,-,"['Leon Butler', 'Christian Tye']",-,-,Drama,fineline,2019
nan,-,Harrison Derbyshire,Harrison Derbyshire,"When Englands best spy and Spains best counterspy fall in love, loyalty to each other will be tested against their loyalty to their governments.",7,Drama,duel of the hearts,2019
nan,-,Cornelius Koch,Cornelius Koch,With no memories of his past the puppet Fredelius awakes in the film workshop of his creator. Fredelius - innocent and kind-hearted - soon has to realize that he was only built to play the role of a super villain. Will his new consciousness help him change the course of things?,20,Drama,death of the filmmaker,2019
nan,-,Anaiis Cisco,Anaiis Cisco,Drip Like Coffee is an intimate portrait of a Black woman whose desire for her female co-worker complicates her relationship with her boyfriend.,-,Drama,drip like coffee,2019
nan,-,Sheridan O'Donnell,Sheridan O'Donnell,"After one of them becomes a mother, long time but now distant friends Nic and Sam attempt to reconnect over a stormy night fraught with drinking and dancing, secrets and lies.",-,Drama,flush,2019
nan,7.4,Michael P. Vidler,"['Pawan Deol', 'Michael P. Vidler']","A young boy makes a life-changing decision despite his mother's expectations. A compelling story of family, faith and belonging.",17,Drama,unkept,2019
nan,-,Tori Layne,Tori Layne,"Set in Virginia 1944, a young German cellist struggles with his loneliness and anxiety after being abandoned by his uncle in Germany the year before. One night after a panic attack, his uncle shows up at the front door. The young cellist reunites with the man he never wants to see again, who may be the only one who can help him.",12,Drama,a year ago yesterday,2019
-,-,"['Riccardo Berdini', 'Riccardo Berdini', 'Stefano Poletti']","['Giovanni Natale', 'Giovanni Natale']",A young man is challenged by his Master to face the greatest fear of his life: passing through the Gate which separates his past from what he would become.,10,Drama,awakening,2019
nan,-,Ryan M. Robson,Ryan M. Robson,-,-,Drama,heavily soiled,2019
nan,-,Renée Paillés,-,"How a trans woman honored her past, herself and everything she has gone through to be who she is today.",5,Drama,because of him,2019
nan,-,Chantelle Murray,Chantelle Murray,"Forgotten soul, Mary, an Aboriginal woman is confined on a cattle station and used by the stock men for their pleasure. Mary makes an unlikely friend in the new station hand, Victor, an Aboriginal man, whose father is white. As their interest in each other grows, their lives intertwine. When she is reminded of her duties on the station, her relationship with Victor is... Leer todo",15,Drama,shed,2019
nan,-,Mel Corrigan,Mel Corrigan,-,3,Drama,the moments between us,2019
nan,-,Renée Paillés,-,This shot film shows the 5 phases of grief and how a woman experience them through letters.,15,Drama,letters,2019
-,-,Lydia Isnanto,"['Doug Hanson', 'Lydia Isnanto']",What if mental illness can be seen? What if it can be explained?,-,Drama,this is me,2019
nan,-,Valeriy Wardanyan,Alexandr Razgadaev,"The story of legacy, literature and human behavior out of society. It's all about things we want live for and things we can die for.",-,Drama,week till life,2019
nan,-,Mackenzie Kram,Mackenzie Kram,A man fires a woman on her birthday for spending company money on a cruise.,1,Drama,birthday firing,2019
nan,-,Moan Red,Moan Red,"In an intimate interview, Norman Bates' 1st cousin once removed opens up about life in his desert homeland and what it's like to have such a notorious relative; and for the first time, shares his thoughts on how Norman was portrayed in the Alfred Hitchcock movie ""Psycho"".",-,Drama,psycho norman's 1st cousin once removed,2019
nan,6.3,Lewis Attey,Lewis Attey,The life of a white rental van is told in three parts via the different people who hire it.,15,Drama,three stories inside a rental van,2019
nan,-,"['Baptiste Copin', 'Michaël Estarque']",Michaël Estarque,-,2,Drama,nous sommes,2019
54,-,Phillip Countryman,Phillip Countryman,-,-,Drama,albatross,2019
nan,-,Tiger Ji,Tiger Ji,"In a dingy apartment, a lonely janitor struggles to connect with his estranged, prep-school daughter.",8,Drama,the janitor's daughter,2019
nan,-,"['Lana Lekarinou', 'Alec Snyder']","['Lana Lekarinou', 'Alec Snyder']","When two brothers are unexpectedly visited by their estranged father, Dom, the brother living with autism, is the one who knows how to find their healing place.",-,Drama,dom knows,2019
80,-,Woonyea Han,Woonyea Han,-,-,Drama,fix me,2019
-,7.6,Ivan Lowenberg,Ivan Lowenberg,"Araceli takes care of her lifetime partner Lulu. Julian, a teenager exploring his identity, lives under the watch of his conservative mother. A sudden event will draw an unexpected path between the old couple and Julian.",18,Drama,encuentro,2019
nan,-,Pavao Bobinac,Livija Zumer,"Have you ever felt alone? Have you ever felt the (non) support of your parents? Have you ever felt misunderstood by your loved ones? Lana. She suffers from borderline personality disorder (F60.3). Her psychiatrist, parents, and boyfriend don't take her condition seriously. She was left alone. What does it look like when you have everything and you have nothing?",10,Drama,f60.3,2019
-,-,Yingli Cheng,"['Michelle Calderon', 'Yingli Cheng']","A warmhearted comedy about culture clashes and family. Lily, a 28-year old Chinese woman turned American through years of studying and living abroad and marrying an American. Her world is thrown upside down when her very traditional Chinese mother, whom Lily hasn't seen since leaving for America, shows up at her doorstep out of the blue.",15,Drama,lily,2019
79,-,Lei Wan,Lei Wan,-,-,Drama,daisy,2019
67,-,Danae Islas de Leon,Emily Roberts,"Ivy is in love with her best friend, Yasmine. She plucks up the courage to finally tell her, but instead finds her in the company of someone she really shouldn't be with. Does she fight her jealousy or expose Yasmine 'for her own good'?",15,Drama,ivy,2019
8,-,Claudia Bailey,Claudia Bailey,Bridget can't get last night out of her head.,11,Drama,appetite,2019
nan,-,Imogen Radwan,Imogen Radwan,"A play on the French words 'elle' and 'lui,' this short film explores the gulf that lies between the way its female and male protagonists communicate their desires and feelings, and what is often left unsaid.",8,Drama,elle & louis,2019
nan,-,Lorenzo Tiberia,Armando Maria Trotta,"Rebecca is a four year old girl, pushed by the umpteenth argument of her parents, escapes from her bedroom and hides in a nursing home garden. There, she will find her kingdom and her Queen: an old lady living in this structure. The woman is a victim of violence by nurses, but there is no evil in this place, at least not for the girl. It's a corner of her imagination.... Leer todo",-,Drama,la regina si addormenta dove vuole,2019
nan,8.0,Florian Ecker,Florian Ecker,"A young nameless student is on her journey of finding her own identity and freedom. During this process she has to overcome several obstacles, which question her definition of freedom.",30,Drama,wie blätter im wind,2019
-,-,Murray Bell,J.A. Pick,-,5,Drama,happy birthday,2019
100,-,Ray du,Ray du,A New Family which was just having a baby girl; A husband which is a new dad who was absent from his obligation and responsibility for the family; Then A wife which is the new Mum who was suffering from Postpartum Depression. Situations above caused a family tragedy.,17,Drama,lullaby,2019
nan,-,Gabriela Paciel,Gabriela Paciel,"Mexico is considered the second deadliest country in the world for journalists. After being attacked in her country Arianna, a Mexican journalist, has been exiled in US, where she continues writing. An unexpected visit will make her wonder if she's being paranoid or if she is, indeed, being hunted.",10,Drama,to play with fire,2019
nan,-,You Peng,You Peng,-,-,Drama,the friend,2019
33,8.8,Mert Berdilek,"['Mert Berdilek', 'Alper Kasap']",Even animals have their secrets.,15,Drama,crossfire,2019
-,6.0,Nicole Delaney,"['Nicole Delaney', 'Sonya Goddy']","THIRSTY tells the story of a mosquito who falls in love with a man after she tastes his blood. Through her eyes we explore the ups and downs of sex, intimacy, love, and a bug's unflinching desire to feel human.",12,Drama,thirsty,2019
nan,-,Auveen Lush,Auveen Lush,A new mum to be and an egg work through all her fears before her due date.,11,Drama,my shell,2019
nan,-,Ali Vaziri,"['Paulo Mousicci', 'Ali Vaziri']","A young man arrives in a new country as a refugee to start a new life but, soon he realizes that his situation is not going as he expected.",11,Drama,the white limbo,2019
nan,-,William Mazzola,Carol Saraiva,"Maril, a lonely woman, decides to travel to the end of the world to recover from a recent loss.",15,Drama,andean condor,2019
nan,-,Martin Bergesen,"['Martin Bergesen', 'Christian Lotvonen Berg', 'Jonas Viken Øby']","An author is spying on her neighbors. Their story doesn't turn out as she'd hoped, so the author decides to intervene.",22,Drama,sabotøren,2019
nan,-,Jorge Lan,Jorge Lan,The every-day tragedy that covers Mexico City comes to light in the long commute where a driver takes a blind street vendor to his destination.,6,Drama,potrero-chapultepec,2019
nan,-,John Fox,"['Donald Le', 'Mastus']",-,-,Drama,our last run,2019
